Sentence,Label
 Fantasy owners should avoid Buckn=er=20for he rest of the season or until he is playing and producing on a=20consistent basis again.,1
    ,1
"Charles Oakley , F TOR - Free Agent Updated=2012/08/00Oakley has served his league-imposed suspension and is eligible to==20return to the Raptors' lineup for Friday night's game at Golden State.",1
"=20""Oak,"" who was suspended for punching Clippers' point guard Jeff McInnis, h=as=20Fantasy value as a rebounder only, and isn't considered a real commodity=20outside of deeper leagues.",1
"   Vince Carter , G TOR - Denvers Nuggets Update=d=2012/08/00Although the team is calling him a game-time decision, it looks as==20though Carter will return to the court on Friday night against the Golden==20State Warriors.",1
" Carter practiced with the team on Thursday, and is excitin=g=20about the prospect of playing against his former Tar Heel teammate,  Antawn==20Jamison.",1
"All signs point towards Carter's return by this weekend at the ver=y=20latest, so add a little ""Vinsanity"" to your starting lineup next week.",1
"  ==20Grant Hill , F ORL - The Wave Updated 12/08/00Hill was a game time scratch =on=20Thursday night against the Nuggets.",1
The Orlando Sentinel is reporting that==20Hill is expected to return to the court on Monday when the Magic travel to==20Los Angeles for a date with the Clippers.,1
Hill's return is long overdue for==20Fantasy owners who held onto his rights this season.,1
"Unless you have a numb=er=20of solid forwards on your roster, give Hill the start this week pending any==20setbacks.",1
"   Hidayet Turkoglu , G SAC - Free Agent Updated 12/07/00Turkoglu==20is suffering from a shoulder injury and is questionable for Friday's game==20against Houston.",1
 He is a key reserve on the Kings' team but has very littl=e=20Fantasy value.,1
"    Steve Nash , G DAL - Free Agent Updated 12/07/00Nash=20returned to action against the Knicks Wednesday after missing two straight==20games because of a calf injury.",1
 He didn't seem to be bothered by the injur=y=20as he scored 14 points and dished off for six assists.,1
 It is now safe to==20play Nash on your Fantasy team again.,1
"    Donyell Marshall , F UTA - Free==20Agent Updated 12/07/00Marshall is recovering from a sprained knee and is=20questionable for Thursday's game against the Grizzlies.",1
 ,1
"Look for starters==20Bryon Russell and Karl Malone to play extra minutes in his absence.  Avoid==20using Marshall until he appears to be fully recovered.    Kevin Garnett , F==20MIN - Farragut Academy Updated 12/07/00Garnett hurt his right ring finger i=n=20Tuesday's game and was scheduled to have it examined Wednesday.  ",1
He is=20expected to play against the Wizards Thursday.,1
 ,1
Monitor Garnett's situation=.,1
=20Something as simple as an injured finger on his shooting hand could lead to==20an offensive slump and affect his Fantasy numbers.,1
"   Terry Davis , F DEN -==20Free Agent Updated 12/07/00Davis will be eligible to come off the injured==20list Sunday but Achilles tendonitis in his right leg is expected to keep hi=m=20sidelined a little bit longer.",1
" He has been injury prone throughout his=20career and doesn't have much Fantasy value.    Antonio McDyess , F DEN - Th=e=20Rounders Updated 12/07/00McDyess suffered a bruised right shin in Wednesday='s=20game against the Heat and is questionable for Thursday's matchup against th=e=20Magic.",1
 Keon Clark will start at power forward if McDyess is unable to play=. =,1
20The leg is sore now but look for McDyess to be back to normal in a few=20days.,1
"   Grant Hill , F ORL - The Wave Updated 12/07/00Hill may be ready to==20return to the court for Thursday night's game against the Nuggets.",1
"He has==20missed most of the season with an ankle injury, but he practiced on=20Wednesday, and all indications signal his return to the court.",1
"""I can't giv=e=20you the official thumbs up,"" said Head Coach Doc Rivers, ""but it looks",1
"good=.""=20Fantasy owners who have been waiting for Hill's return will likely get him==20back in time for next week, when Orlando embarks on a four-game West Coast==20road trip.",1
  ,1
"Gary Trent , F DAL - Free Agent Updated 12/07/00According to T=he=20Dallas Morning Star Mavericks owner Mark Cuban is hopeful that Trent will==20travel on the Mavericks' next road trip, a six-game swing on the East Coast=.",1
=20Trent is not expected to be activated on the trip but could be back in acti=on=20in another two weeks.,1
 He has been sidelined since the first preseason game==20with a strained upper abductor muscle.,1
 Trent is a good inside scorer and a==20solid rebounder but is injury prone.,1
 ,1
When he does return Fantasy owners=20should refrain from picking him up unless they desperately need a forward.,1
=  ,1
=20,1
"Stephon Marbury , G NJ - The Old School Fools Updated 12/07/00Marbury miss=ed=20his second consecutive game on Wednesday night because of an ankle injury.",1
"=He=20turned the ankle last  Friday night in Orlando, then turned it again the=20following night against the Magic back in New Jersey.",1
"He is still lacking==20some of his explosiveness, but says that the pain in the ankle is=20diminishing",1
.,1
Marbury hopes to return on Friday night when the Nets host the==20Phoenix Suns.,1
Fantasy owners who lost Marbury last week should have their==20star point guard back in time for next week's roster changes.,1
" Vince Carter= ,=20G TOR - Denvers Nuggets Updated",1
"12/07/00Carter was in uniform for Wednesday==20night's game against Portland, but he didn't see any playing time.",1
"""Air=20Canada"" said that he felt well enough to play, but team doctors wouldn't gi=ve=20him permission to get in the game.",1
"""We'd like to have him back as soon as==20possible,"" said Head Coach Lenny Wilkens, ""but we're not going to bring him==20back before he's ready.""",1
"Toronto finishes their three-game West Coast swing==20on Friday night against Golden State, at which time Carter hopes to make hi=s=20return.",1
"The Raptors' star should be back before Monday, so most Fantasy=20owners can re-insert him into their lineup in time for next week.",1
   ,1
"Andre==20Miller , G CLE - The Rounders Updated 12/07/00Miller took a knee to the nos=e=20during Wednesday night's game at Chicago which sent him to the bench=20temporarily.",1
"He returned to the game with a vengeance, finishing with 20=20points, 14 assists and seven rebounds in Cleveland's 92-88 victory.",1
"The sho=t=20to the nose won't keep Miller from missing any playing time, so continue to==20use the young point guard in your starting lineup.",1
"   Elton Brand , F CHI -==20Denvers Nuggets Updated 12/07/00Brand missed his second consecutive game on==20Wednesday night against Cleveland.",1
"He is reportedly making progress with hi=s=20hyperextended left knee, and has been able to run on a treadmill",1
this week.=,1
"=20Brand is listed as day to day, and says that he has about a 50 percent chan=ce=20of playing on Friday night against Dallas.",1
"With most roster changes occurri=ng=20on Monday, Fantasy owners should be able to put the Bulls' star back in the=ir=20lineup for next week's games.",1
"  Eric Snow , G PHI - Rude Boys (Not) Updated==2012/06/00The 76ers will be without Snow for six to eight weeks after a CT sc=an=20Wednesday showed a stress fracture in his right ankle.",1
"He was second on the==20team with a career-high 12.2 ppg, and led the Sixers with 6.6 assists per==20contest.",1
"Although Philadelphia sports a deep roster, one can't help but=20assume this will have an impact on the team's fortunes for Fantasy purposes=.",1
"=20Chris Dudley , C PHO - Free Agent Updated 12/06/00Dudley will travel with t=he=20Suns on their end of the week road-trip that starts in Milwaukee Thursday.",1
==20He will most likely be questionable for all the games.,1
 ,1
Look for him to=20finally return to action next week.,1
" With Dudley out of the lineup Corie=20Blount and rookie Daniel Santiago will continue to get playing time.  With==20the lack of depth at center, Dudley's rebounding makes him a starter on you=r=20Fantasy team if you are using a reserve in his position.",1
"   Chris Mills , F==20GS - Free Agent Updated 12/06/00Mills is doubtful for Wednesday's game=20against the Lakers because of pain in his right ankle.",1
 He was scheduled to==20see a foot specialist on Tuesday and underwent surgery last season to remov=e=20bone spurs from the ankle.,1
 ,1
Sit Mills on your Fantasy bench for now.,1
" If yo=u=20are playing in a small league drop him from your roster and add another=20forward.     Ron Mercer , G CHI - The Old School Fools Updated 12/06/00Merc=er=20sat out of Tuesday's game against the T'Wolves because of the flu.  Corey==20Benjamin started at shooting guard in place of Mercer.",1
 Mercer's status for==20Wednesday's game is up in the air.,1
 He has been a major disappointment so f=ar=20this season.,1
" If you play in a deep Fantasy league keep him on your roster,==20if you are in a smaller one look to make an upgrade at guard.",1
 The way Merc=er=20has been producing you shouldn't have a hard time finding a better guard.,1
" = =20Jerome Williams , F DET - Free Agent Updated 12/06/00Williams sprained his==20ankle in Tuesday's game against the Grizzlies and is questionable for=20Wednesday's contest at Seattle.",1
" The ankle will probably limit Williams'=20production in the next few games so use a healthy forward instead.    Billy==20Owens , F DET - Free Agent Updated 12/06/00Owens strained his right biceps =in=20Tuesday's game against Vancouver.",1
" He has actually been productive this=20season when healthy, but don't gamble on him.  Owens has been injury prone==20throughout his career and is too risky a player to take a chance on.",1
 ,1
Use a==20more durable player instead.,1
"    Joe Smith , F DET - Free Agent Updated=2012/06/00Smith got his first start as a Piston Tuesday at power forward.",1
 ,1
He==20scored 12 points and grabbed eight rebounds.,1
 With his promotion into the==20starting lineup it is now safe to start Smith on your Fantasy team.,1
 With a=n=20increased role Smith will be a consistent rebounder and scorer.,1
"   John=20Wallace , F DET - Free Agent Updated 12/06/00Wallace was placed on the=20injured list due to tendonitis in his left knee.",1
 He is a good offensive=20player but his shortcomings on defense have limited his playing time.,1
 ,1
His==20lack of playing time prevents him from being a productive Fantasy player so==20avoid using him in your league     ,1
More Updates=20Player News?Teams?=20Farragut Academy Player News,1
"Lamar Odom , Reserve FUpdated 10/26/00Head coa=ch=20Alvin Gentry is considering playing Odom at the point guard position. This==20move would allow Gentry to play swingmen Darius Miles, Eric Piatkowski, Cor=ey=20Maggette, Quentin Richardson, and Tyrone Nesby more frequently.",1
Odom played==20point guard,1
last season,1
and,1
is an exceptional ballhandler for his size.,1
The==20shift for Odom is expected to begin Friday when he suits up for the preseas=on=20finale against Seattle.,1
Odom had missed four consecutive preseason games du=e=20to a bruised left quadriceps.,1
" Kenyon Martin , Reserve FUpdated 10/25/00Net=s'=20Head Coach Byron Scott sat Martin down this week and insisted that he step =up=20his game on a nightly basis.",1
"The talk may have worked, as Martin scored 14==20points and collected 11 rebounds in 33 minutes of work, but the Nets still==20fell to the Knicks, 91-80.",1
" Darius Miles , Injured FUpdated 11/16/00Miles d=id=20not play in Wednesday's game against the Knicks.",1
Head coach Alvin Gentry=20chose to go with a more experienced lineup and started Tyrone Nesby at=20shooting guard.,1
Keep and eye on this situation.,1
This could lead to a=20diminished role for Miles.,1
" Larry Hughes , Active GUpdated 10/16/00Shooting==20guard Larry Hughes displayed his athleticism Sunday against Portland by=20scoring 16 points and grabbing 10 rebounds.",1
Don't hesitate to select Hughes==20in the middle rounds of your Fantasy draft.,1
This 21-year old is extremely==20talented.,1
" Michael Olowokandi , Reserve CUpdated 10/19/00Starting center=20Michael Olowokandi will sit out Thursday's preseason game against the Nugge=ts=20to rest his sore ankle.",1
Camp invitee Zendon Hamilton will get a chance to==20prove his worth to the club as he slides into the starting spot in place of==20Olowokandi.,1
" Travis Best , Active GUpdated 10/24/00Best returned to the flo=or=20for the first time this preseason on Monday night, and proceeded to have a==20huge game for the Pacers.",1
"He scored 19 points, dished out seven assists and==20collected five rebounds in 40 minutes of play.",1
He will be Indiana's startin=g=20point guard when the season opens on October 31st.,1
" Shawn Bradley , Active==20CUpdated 11/02/00Bradley will replace Christian Laettner in the starting=20lineup at center for Thursday's game.",1
Head coach Don Nelson was impressed==20with Bradley's effort in the season opener in which he scored six points=20grabbed five rebounds and had six blocks in 20 minutes.,1
 ,1
"Sam Cassell ,=20Reserve GUpdated 03/02/00Cassell had a night to forget.",1
He had 8 points and= 8=20assists on 2-of-10 shooting.,1
" Danny Fortson , Reserve FUpdated=2011/23/00Fortson had successful surgery on his broken right foot Wednesday,==20and will be sidelined for at least two months.",1
"He had been leading the NBA =in=20rebounding when he suffered the injury, and was placed on the injured list==20November 15.",1
"His rehabilitation program will consist of an immobilization o=f=20the foot for about eight weeks, after which point he will enter the final==20phase of recovery.",1
